WAERS,BUKRS,KTOSL,BELNR,BSCHL,HKONT,DMBTR,WRBTR,label
C3,C36,C1,C18,A3,B1,1319254.43,0.0,regular
C2,C23,C1,C15,A1,B1,2365127.07,0.0,regular
C1,C13,C1,C10,A1,B1,1013953.07,0.0,regular
C1,C13,C9,C94,A1,B1,33735.76,0.0,regular
C9,C97,C3,C39,A2,B2,785723.42,0.0,regular
C1,C14,C5,C58,A1,B1,27904.45,0.0,regular
C1,C15,C1,C17,A1,B1,434534.36,0.0,regular
C8,C88,C7,C74,A1,B2,19840365.73,0.0,regular
C1,C19,C7,C76,A1,B2,635242.74,0.0,regular
C9,C99,C1,C17,A2,B1,257889.12,0.0,regular
C1,C15,C1,C18,A1,B1,2294639.46,0.0,regular
C4,C46,C2,C20,A2,B3,58954.55,0.0,regular
C1,C19,C1,C17,A1,B1,173009.48,497660.0,regular
C5,C56,C6,C68,A3,B2,929412.96,0.0,regular
C3,C35,C1,C16,A3,B1,1659506.37,0.0,regular
C1,C14,C8,C82,A1,B3,150096.75,26248.0,regular
C1,C16,C5,C56,A1,B1,2112444.79,0.0,regular
C2,C20,C1,C17,A1,B1,2460574.79,510501.0,regular
C4,C45,C5,C55,A2,B1,1491.48,0.0,regular
C1,C16,C1,C15,A1,B1,340856.43,27215.06,regular
C3,C30,C2,C20,A3,B3,88497.02,0.0,regular
C4,C41,C1,C13,A2,B1,1212517.53,90769.0,regular
C1,C15,C1,C14,A1,B1,156259.68,0.0,regular
C2,C21,C4,C44,A1,B3,588358.77,170910.0,regular
C1,C19,C1,C18,A1,B1,210043.58,0.0,regular
C1,C18,C9,C93,A1,B1,126837.36,0.0,regular
C2,C21,C1,C19,A1,B1,389633.3,0.0,regular
C1,C15,C1,C11,A1,B1,715662.13,715662.13,regular
C2,C22,C1,C17,A1,B1,15578.98,0.0,regular
C1,C11,C1,C11,A1,B1,10000000.0,30107.0,regular
C6,C64,C7,C71,A2,B2,73095.08,7809.58,regular
C1,C18,C2,C21,A1,B3,556099.0,283.0,regular
C1,C13,C2,C20,A1,B3,1315768.75,426316.55,regular
C1,C12,C9,C97,A1,B1,1042483.1,0.0,regular
C1,C13,C1,C10,A1,B1,283429.35,0.0,regular
C2,C20,C1,C18,A1,B1,1267990.55,0.0,regular
C5,C58,C4,C40,A3,B3,342997.1,5106.0,regular
C2,C20,C1,C16,A1,B1,1023659.79,11087.0,regular
C1,C10,C7,C70,A1,B2,52296.27,41031.0,regular
C1,C14,C5,C56,A1,B1,545829.29,16698.0,regular
C1,C15,C1,C18,A1,B1,449520.81,0.0,regular
C6,C65,C7,C73,A2,B2,1371679.64,0.0,regular
C4,C48,C7,C70,A2,B2,16639.23,35392.0,regular
C1,C18,C2,C27,A1,B3,236900.92,0.0,regular
C1,C12,C1,C15,A1,B1,331206.79,0.0,regular
C7,C74,C1,C19,A3,B1,204449.7,195793.36,regular
C2,C20,C7,C70,A1,B2,32364.26,0.0,regular
C1,C14,C9,C95,A1,B1,180361.6,0.0,regular
C5,C50,C1,C14,A3,B1,143224.97,22199.0,regular
C9,C99,C2,C21,A2,B3,56737.08,0.0,regular
C8,C87,C1,C12,A1,B1,26392.18,0.0,regular
C2,C20,C1,C14,A1,B1,319339.39,0.0,regular
C9,C95,C1,C14,A2,B1,1086760.21,17932.0,regular
C8,C82,C1,C17,A1,B1,1439940.58,0.0,regular
C2,C21,C3,C31,A1,B2,1947080.47,0.0,regular
C7,C72,C1,C14,A3,B1,114571.39,0.0,regular
C2,C21,C1,C18,A1,B1,562373.47,39325.0,regular
C7,C77,C7,C79,A3,B2,106724.11,721.0,regular
C9,C92,C2,C20,A2,B3,963912.67,0.0,regular
C8,C88,C2,C20,A1,B3,1301870.79,51608.0,regular
C1,C18,C1,C12,A1,B1,812898.24,0.0,regular
C1,C14,C7,C77,A1,B2,91647.29,0.0,regular
C2,C27,C5,C50,A1,B1,3033669.79,257944.0,regular
C1,C17,C1,C12,A1,B1,1183772.03,0.0,regular
C1,C14,C3,C34,A1,B2,346076.88,0.0,regular
C1,C10,C1,C16,A1,B1,1094383.87,0.0,regular
C6,C66,C2,C20,A2,B3,82112.52,0.0,regular
C2,C20,C9,C90,A1,B1,878034.02,878034.02,regular
C5,C50,C1,C17,A3,B1,234409.88,0.0,regular
C1,C11,C3,C34,A1,B2,41010.42,0.0,regular
C2,C23,C9,C93,A1,B1,10446855.51,0.0,regular
C1,C11,C1,C19,A1,B1,63552.94,0.0,regular
C5,C59,C6,C64,A3,B2,1231956.83,0.0,regular
C3,C38,C2,C22,A3,B3,869144.94,14425.25,regular
C1,C15,C7,C77,A1,B2,1780130.7,0.0,regular
C2,C21,C5,C57,A1,B1,950541.08,682.0,regular
C1,C15,C5,C53,A1,B1,332082.44,0.0,regular
C8,C89,C5,C54,A1,B1,749122.92,10839.0,regular
C8,C81,C1,C11,A1,B1,2675220.46,0.0,regular
C1,C13,C5,C50,A1,B1,991791.7,0.0,regular
C1,C13,C5,C52,A1,B1,119643.67,0.0,regular
C4,C41,C1,C19,A2,B1,617698.51,19662.0,regular
C1,C17,C2,C22,A1,B3,11993.22,0.0,regular
C2,C21,C1,C12,A1,B1,1608655.69,0.0,regular
C4,C45,C1,C11,A2,B1,535197.09,10064.0,regular
C1,C19,C1,C18,A1,B1,53028.61,100575.0,regular
C1,C18,C1,C13,A1,B1,1617661.81,485.0,regular
C1,C19,C1,C17,A1,B1,65447.0,0.0,regular
C1,C14,C1,C12,A1,B1,621614.95,0.0,regular
C1,C10,C2,C20,A1,B3,113595.34,0.0,regular
C1,C17,C6,C67,A1,B2,139197.16,0.0,regular
C3,C37,C1,C15,A3,B1,1151730.78,54826.99,regular
C1,C15,C1,C15,A1,B1,2109007.32,660754.58,regular
C6,C65,C5,C51,A2,B1,363208.15,0.0,regular
C8,C85,C4,C42,A1,B3,1609692.92,20111.0,regular
C7,C73,C1,C16,A3,B1,532245.18,28866.0,regular
C1,C17,C9,C96,A1,B1,499127.78,0.0,regular
C1,C12,C5,C59,A1,B1,135285.03,0.0,regular
C1,C15,C6,C69,A1,B2,710655.36,0.0,regular
C6,C66,C1,C15,A2,B1,39841.55,0.0,regular
C8,C87,C8,C82,A1,B3,645240.95,4457.0,regular
C1,C15,C8,C82,A1,B3,77827.78,356.0,regular
C4,C46,C1,C18,A2,B1,399419.31,294.0,regular
C1,C15,C6,C62,A1,B2,1646043.6,0.0,regular
C1,C19,C1,C17,A1,B1,683323.5,52125.0,regular
C1,C19,C6,C66,A1,B2,1828816.29,0.0,regular
C2,C20,C1,C19,A1,B1,732733.45,0.0,regular
C1,C14,C1,C15,A1,B1,1179811.17,105549.0,regular
C1,C11,C1,C10,A1,B1,131831.72,45623.0,regular
C3,C37,C1,C16,A3,B1,217138.88,7401.0,regular
C8,C80,C1,C10,A1,B1,2261727.17,0.0,regular
C1,C18,C2,C21,A1,B3,152654.47,22904.0,regular
C7,C74,C1,C11,A3,B1,269828.08,1724.0,regular
C1,C17,C2,C20,A1,B3,250009.8,42243.0,regular
C1,C10,C8,C80,A1,B3,1668329.82,0.0,regular
C5,C54,C2,C21,A3,B3,988732.23,0.0,regular
C2,C27,C7,C77,A1,B2,286064.84,133.0,regular
C2,C29,C1,C11,A1,B1,554153.12,0.0,regular
C2,C20,C1,C15,A1,B1,646498.52,0.0,regular
C5,C56,C1,C14,A3,B1,523310.72,0.0,regular
C1,C19,C1,C13,A1,B1,518095.34,0.0,regular
C4,C46,C1,C10,A2,B1,853403.36,0.0,regular
C8,C81,C7,C70,A1,B2,1903641.56,134.0,regular
C1,C14,C8,C80,A1,B3,841090.77,0.0,regular
C5,C52,C6,C68,A3,B2,605375.52,0.0,regular
C4,C49,C1,C13,A2,B1,566258.85,2113.0,regular
C1,C17,C2,C28,A1,B3,432691.11,0.0,regular
C1,C13,C5,C52,A1,B1,189745.68,0.0,regular
C2,C25,C2,C20,A1,B3,819740.5,0.0,regular
C5,C52,C1,C13,A3,B1,2080319.21,22351.0,regular
C1,C17,C1,C17,A1,B1,265566.1,0.0,regular
C8,C86,C8,C84,A1,B3,684324.78,0.0,regular
C2,C20,C1,C15,A1,B1,530754.48,551.0,regular
C1,C19,C1,C13,A1,B1,1351039.5,0.0,regular
C1,C17,C4,C45,A1,B3,3492343.05,51366.0,regular
C2,C28,C1,C18,A1,B1,479957.47,0.0,regular
C3,C37,C8,C88,A3,B3,2640724.36,0.0,regular
C1,C16,C1,C13,A1,B1,156397.36,1959.0,regular
C5,C50,C1,C15,A3,B1,371747.78,76966.77,regular
C3,C39,C3,C34,A3,B2,2051022.16,219778.0,regular
C2,C27,C2,C21,A1,B3,119842.65,0.0,regular
C8,C81,C5,C58,A1,B1,472059.13,22704.0,regular
C5,C52,C1,C10,A3,B1,1254968.05,21372.0,regular
C2,C26,C6,C63,A1,B2,1305384.81,0.0,regular
C1,C18,C4,C49,A1,B3,32062.32,50193.0,regular
C1,C17,C2,C21,A1,B3,573448.39,20034.0,regular
C1,C12,C1,C14,A1,B1,2146357.55,302205.09,regular
C1,C13,C2,C29,A1,B3,350609.21,0.0,regular
C1,C10,C1,C17,A1,B1,202825.83,50261.0,regular
C7,C78,C1,C17,A3,B1,3435623.67,3651.15,regular
C3,C32,C1,C19,A3,B1,85875.06,40047.0,regular
C5,C58,C1,C16,A3,B1,143437.09,175.0,regular
C1,C18,C8,C86,A1,B3,483432.73,0.0,regular
C1,C15,C1,C19,A1,B1,925801.6,0.0,regular
C2,C20,C1,C16,A1,B1,3528.79,0.0,regular
C2,C20,C2,C21,A1,B3,306419.73,306419.73,regular
C1,C18,C2,C20,A1,B3,62582.08,0.0,regular
C4,C47,C1,C11,A2,B1,650493.57,0.0,regular
C1,C11,C2,C27,A1,B3,652863.03,206578.0,regular
C7,C71,C8,C88,A3,B3,2636034.63,12980.0,regular
C6,C64,C5,C58,A2,B1,3147673.51,0.0,regular
C1,C12,C1,C17,A1,B1,139202.11,108676.0,regular
C1,C19,C6,C69,A1,B2,939886.85,0.0,regular
C1,C17,C3,C32,A1,B2,950685.06,0.0,regular
C4,C47,C1,C19,A2,B1,540616.3,695.0,regular
C1,C16,C1,C17,A1,B1,943306.73,0.0,regular
C4,C49,C1,C17,A2,B1,95929.71,19593.0,regular
C4,C48,C1,C13,A2,B1,889053.15,206729.0,regular
C2,C25,C2,C21,A1,B3,206687.07,37365.0,regular
C1,C19,C4,C49,A1,B3,1165912.01,0.0,regular
C1,C12,C7,C77,A1,B2,220419.71,22661.62,regular
C8,C83,C8,C88,A1,B3,1315678.63,386630.6,regular
C1,C16,C2,C21,A1,B3,419803.63,41348.0,regular
C2,C21,C9,C98,A1,B1,85836.3,102704.36,regular
C1,C18,C1,C12,A1,B1,418459.07,0.0,regular
C5,C55,C6,C63,A3,B2,1127819.17,10438.0,regular
C5,C50,C2,C20,A3,B3,499744.73,0.0,regular
C1,C19,C1,C13,A1,B1,18779.65,1034.0,regular
C5,C50,C1,C18,A3,B1,36016.68,0.0,regular
C1,C16,C8,C84,A1,B3,326568.57,0.0,regular
C1,C10,C1,C15,A1,B1,909877.14,0.0,regular
C2,C27,C1,C16,A1,B1,2719026.94,15077.0,regular
C1,C18,C5,C54,A1,B1,499974.56,1124.0,regular
C3,C30,C1,C10,A3,B1,249197.34,0.0,regular
C6,C64,C9,C93,A2,B1,2047103.7,62.0,regular
C1,C14,C1,C14,A1,B1,16772560.87,0.0,regular
C4,C46,C1,C14,A2,B1,587641.22,23227.0,regular
C1,C18,C2,C20,A1,B3,4206550.6,103152.77,regular
C1,C17,C5,C53,A1,B1,10000000.0,0.0,regular
C9,C94,C7,C77,A2,B2,1257445.9,4466.0,regular
C9,C98,C1,C19,A2,B1,462545.92,5557.0,regular
C7,C70,C9,C99,A3,B1,385309.67,0.0,regular
C8,C80,C1,C14,A1,B1,21443.03,0.0,regular
C4,C42,C5,C51,A2,B1,10100156.46,127364.21,regular
C1,C11,C1,C19,A1,B1,227622.18,0.0,regular
C5,C56,C4,C48,A3,B3,1406052.32,17672.0,regular
C1,C13,C1,C16,A1,B1,1031654.26,182913.0,regular
C8,C81,C1,C11,A1,B1,499250.38,0.0,regular
C3,C32,C1,C19,A3,B1,144156.83,0.0,regular
C6,C61,C2,C20,A2,B3,1032133.73,0.0,regular
C1,C10,C2,C27,A1,B3,1924004.96,0.0,regular
C9,C99,C3,C38,A2,B2,1861413.72,11568.0,regular
C1,C19,C2,C26,A1,B3,192894.87,32210.39,regular
C1,C14,C1,C19,A1,B1,1786234.05,0.0,regular
C3,C35,C1,C16,A3,B1,1158699.17,21510.0,regular
C7,C71,C4,C49,A3,B3,487121.62,0.0,regular
C1,C17,C1,C18,A1,B1,668593.1,0.0,regular
C2,C20,C1,C16,A1,B1,159061.66,5258.0,regular
C1,C14,C1,C19,A1,B1,74468.07,5626.0,regular
C1,C10,C5,C55,A1,B1,203324.66,0.0,regular
C4,C49,C1,C15,A2,B1,2270749.65,0.0,regular
C1,C16,C1,C17,A1,B1,62796.03,224380.0,regular
C1,C12,C8,C80,A1,B3,368331.82,11909.0,regular
C2,C20,C1,C10,A1,B1,865898.62,65133.85,regular
C1,C18,C1,C12,A1,B1,608478.37,391918.04,regular
C8,C83,C1,C14,A1,B1,509674.69,267.49,regular
C1,C14,C7,C79,A1,B2,38757.73,0.0,regular
C1,C17,C2,C27,A1,B3,1895526.23,0.0,regular
C7,C78,C2,C20,A3,B3,683353.25,0.0,regular
C1,C10,C1,C13,A1,B1,16508.41,50456.0,regular
C7,C79,C4,C48,A3,B3,6226210.18,0.0,regular
C9,C92,C3,C30,A2,B2,158773.26,0.0,regular
C1,C14,C1,C10,A1,B1,706002.85,0.0,regular
C3,C36,C2,C20,A3,B3,507330.45,47884.53,regular
C1,C12,C3,C31,A1,B2,160895.35,0.0,regular
C1,C11,C7,C79,A1,B2,2821601.97,484.0,regular
C1,C12,C6,C62,A1,B2,129758.4,0.0,regular
C1,C19,C5,C58,A1,B1,1935019.48,64.0,regular
C1,C18,C2,C27,A1,B3,1464010.04,0.0,regular
C1,C10,C7,C77,A1,B2,139360.33,209.0,regular
C5,C50,C9,C95,A3,B1,470945.71,12166.0,regular
C3,C35,C1,C17,A3,B1,597428.95,0.0,regular
C5,C56,C1,C16,A3,B1,342705.9,0.0,regular
C2,C20,C7,C74,A1,B2,795173.62,0.0,regular
C1,C10,C2,C20,A1,B3,786036.68,96747.0,regular
C1,C11,C2,C20,A1,B3,668885.18,28308.0,regular
C1,C10,C1,C11,A1,B1,632335.02,0.0,regular
C9,C97,C7,C74,A2,B2,252934.54,0.0,regular
C4,C43,C1,C19,A2,B1,2340158.12,31.0,regular
C1,C12,C1,C19,A1,B1,159036.41,0.0,regular
C1,C14,C1,C13,A1,B1,60901.37,189883.36,regular
C8,C86,C1,C16,A1,B1,1203881.09,1031.0,regular
C4,C42,C9,C95,A2,B1,1120507.5,585775.5,regular
C1,C15,C5,C53,A1,B1,3471865.77,246.61,regular
C2,C21,C1,C18,A1,B1,24188.34,10324.0,regular
C1,C17,C1,C13,A1,B1,1131563.6,49795.0,regular
C1,C15,C1,C18,A1,B1,860024.28,0.0,regular
C1,C12,C6,C63,A1,B2,21083.49,0.0,regular
C1,C11,C1,C15,A1,B1,740074.26,20222.0,regular
C1,C13,C1,C19,A1,B1,144808.13,0.0,regular
C1,C14,C1,C17,A1,B1,63995.53,0.0,regular
C6,C63,C1,C16,A2,B1,882349.51,0.0,regular
C7,C73,C1,C15,A3,B1,704293.49,0.0,regular
C8,C84,C1,C13,A1,B1,630127.39,0.0,regular
C1,C12,C8,C82,A1,B3,3074230.64,0.0,regular
C1,C17,C6,C64,A1,B2,235622.12,0.0,regular
C1,C16,C1,C13,A1,B1,1798324.96,0.0,regular
C1,C10,C1,C10,A1,B1,470617.85,38542.0,regular
C6,C67,C1,C17,A2,B1,7330703.3,0.0,regular
C1,C15,C5,C58,A1,B1,23526.28,93024.0,regular
C6,C69,C1,C15,A2,B1,748996.18,0.0,regular
C2,C20,C6,C64,A1,B2,752281.14,0.0,regular
C1,C14,C1,C12,A1,B1,1169874.95,13008.0,regular
C6,C62,C2,C21,A2,B3,248034.72,10784.0,regular
C1,C17,C7,C74,A1,B2,3158.92,0.0,regular
C3,C31,C1,C14,A3,B1,63598.0,1369.0,regular
C6,C61,C1,C10,A2,B1,483468.7,304006.0,regular
C3,C32,C6,C63,A3,B2,289326.0,137678.0,regular
C8,C83,C1,C17,A1,B1,972132.24,0.0,regular
C1,C12,C1,C16,A1,B1,409320.94,1026.0,regular
C2,C20,C1,C13,A1,B1,62442.04,0.0,regular
C1,C16,C1,C13,A1,B1,1143.13,126110.0,regular
C1,C15,C1,C19,A1,B1,2432822.31,29540.0,regular
C3,C31,C1,C15,A3,B1,510953.05,10535.0,regular
C1,C13,C1,C16,A1,B1,1184193.36,0.0,regular
C2,C21,C5,C55,A1,B1,434285.61,0.0,regular
C3,C37,C1,C15,A3,B1,343528.2,0.0,regular
C1,C11,C2,C28,A1,B3,921844.77,0.0,regular
C1,C10,C8,C84,A1,B3,77929.68,5008.0,regular
C4,C47,C1,C18,A2,B1,732545.99,0.0,regular
C2,C26,C1,C17,A1,B1,404533.12,100307.0,regular
C5,C50,C1,C13,A3,B1,72396.02,159311.0,regular
C9,C94,C6,C61,A2,B2,110884.75,249260.0,regular
C4,C41,C1,C12,A2,B1,233714.45,639947.34,regular
C6,C68,C1,C10,A2,B1,32116.29,113697.0,regular
C1,C16,C7,C74,A1,B2,748376.9,31908.0,regular
C1,C16,C1,C11,A1,B1,148027.38,30640.0,regular
C1,C16,C1,C14,A1,B1,1006410.75,259297.9,regular
C1,C14,C1,C11,A1,B1,825896.67,5012.0,regular
C1,C19,C9,C96,A1,B1,5820137.62,5820137.62,regular
C1,C17,C2,C20,A1,B3,639089.89,10786.0,regular
C4,C43,C7,C76,A2,B2,418428.95,0.0,regular
C1,C18,C1,C15,A1,B1,183481.58,11318.0,regular
C8,C81,C2,C23,A1,B3,469858.04,0.0,regular
C1,C11,C1,C12,A1,B1,1879019.82,11659.83,regular
C1,C17,C1,C16,A1,B1,472965.64,1516.0,regular
C2,C21,C1,C11,A1,B1,1024269.78,127690.0,regular
C3,C34,C3,C34,A3,B2,1984.4,0.0,regular
C1,C19,C1,C17,A1,B1,1024318.76,29450.0,regular
C5,C50,C9,C95,A3,B1,675717.81,47410.0,regular
C2,C20,C1,C16,A1,B1,1630161.53,0.0,regular
C4,C45,C1,C19,A2,B1,187885.66,0.0,regular
C4,C47,C3,C35,A2,B2,30970.14,1009.0,regular
C1,C19,C2,C27,A1,B3,4219861.54,0.0,regular
C1,C10,C3,C32,A1,B2,551549.65,40102.0,regular
C4,C41,C4,C44,A2,B3,1208753.57,0.0,regular
C5,C57,C1,C12,A3,B1,326863.85,2444.0,regular
C1,C14,C2,C21,A1,B3,490374.68,106103.0,regular
C1,C16,C1,C13,A1,B1,133398.23,423974.0,regular
C6,C61,C1,C16,A2,B1,290555.17,0.0,regular
C9,C95,C2,C21,A2,B3,90980.41,0.0,regular
C2,C20,C2,C21,A1,B3,1745327.78,0.0,regular
C4,C47,C8,C86,A2,B3,3970715.41,5016.0,regular
C1,C17,C5,C59,A1,B1,292652.23,2230.0,regular
C1,C11,C1,C12,A1,B1,391831.83,0.0,regular
C1,C14,C1,C17,A1,B1,1044368.2,0.0,regular
C6,C65,C2,C20,A2,B3,1030682.43,0.0,regular
C9,C99,C2,C20,A2,B3,389522.18,0.0,regular
C1,C11,C2,C20,A1,B3,1141093.58,0.0,regular
C1,C13,C1,C15,A1,B1,1097546.37,2134217.75,regular
C1,C15,C1,C16,A1,B1,43747.86,144739.0,regular
C1,C15,C3,C33,A1,B2,125949.37,0.0,regular
C1,C16,C1,C18,A1,B1,2002017.45,0.0,regular
C3,C37,C1,C18,A3,B1,962490.04,0.0,regular
C3,C32,C8,C82,A3,B3,118351.15,34608.0,regular
C6,C65,C5,C53,A2,B1,561949.26,32418.0,regular
C9,C98,C1,C19,A2,B1,653473.58,0.0,regular
C1,C11,C1,C18,A1,B1,92711.25,0.0,regular
C1,C15,C6,C68,A1,B2,419613.33,0.0,regular
C1,C19,C1,C19,A1,B1,2013256.93,0.0,regular
C1,C11,C6,C60,A1,B2,824020.67,220318.0,regular
C2,C20,C1,C10,A1,B1,453140.69,44200.59,regular
C9,C99,C1,C18,A2,B1,759634.7,0.0,regular
C1,C13,C5,C57,A1,B1,911837.9,0.0,regular
C2,C20,C6,C65,A1,B2,759135.89,0.0,regular
C3,C31,C8,C82,A3,B3,320359.87,0.0,regular
C2,C20,C1,C16,A1,B1,479067.93,1389.0,regular
C1,C12,C1,C15,A1,B1,639909.52,0.0,regular
C1,C12,C1,C12,A1,B1,947715.26,24420.0,regular
C1,C11,C9,C93,A1,B1,30583732.28,0.0,regular
C1,C17,C1,C11,A1,B1,625388.6,0.0,regular
C7,C72,C1,C14,A3,B1,1060336.84,0.0,regular
C4,C48,C1,C11,A2,B1,1502650.61,10001.0,regular
C2,C20,C1,C10,A1,B1,48037.67,9943.0,regular
C2,C21,C9,C99,A1,B1,2047173.98,0.0,regular
C1,C17,C9,C93,A1,B1,22217.32,0.0,regular
C1,C16,C1,C17,A1,B1,985244.42,4101.0,regular
C1,C15,C2,C20,A1,B3,510490.31,314359.91,regular
C1,C10,C3,C39,A1,B2,468187.75,11200.0,regular
C9,C99,C1,C12,A2,B1,241945.27,0.0,regular
C1,C19,C3,C39,A1,B2,1238827.76,0.0,regular
C1,C16,C1,C10,A1,B1,310099.01,0.0,regular
C1,C14,C6,C68,A1,B2,59207.12,0.0,regular
C9,C96,C1,C12,A2,B1,477538.07,124552.03,regular
C1,C12,C8,C81,A1,B3,108012.55,0.0,regular
C1,C10,C1,C16,A1,B1,492885.65,204824.0,regular
C9,C93,C2,C21,A2,B3,593606.99,178906.0,regular
C8,C84,C4,C47,A1,B3,462795.48,0.0,regular
C7,C71,C9,C98,A3,B1,4235.69,0.0,regular
C6,C67,C3,C34,A2,B2,260240.53,41394.0,regular
C1,C17,C2,C21,A1,B3,719531.29,0.0,regular
C2,C29,C2,C20,A1,B3,121791.47,198964.0,regular
C4,C47,C1,C13,A2,B1,675896.03,24442.06,regular
C1,C15,C2,C21,A1,B3,1686351.07,110537.0,regular
C1,C16,C1,C17,A1,B1,297911.33,0.0,regular
C7,C76,C5,C58,A3,B1,1927718.27,229459.0,regular
C7,C72,C1,C14,A3,B1,134383.84,134383.84,regular
C1,C17,C1,C10,A1,B1,2187267.24,95609.0,regular
C1,C13,C1,C19,A1,B1,762213.61,20720.0,regular
C1,C11,C8,C80,A1,B3,73432.49,0.0,regular
C5,C59,C8,C86,A3,B3,3618789.25,33762.0,regular
C1,C15,C1,C16,A1,B1,233867.67,0.0,regular
C1,C10,C3,C33,A1,B2,660348.26,0.0,regular
C1,C14,C7,C79,A1,B2,1101734.49,0.0,regular
C2,C24,C2,C20,A1,B3,427573.08,0.0,regular
C4,C43,C4,C47,A2,B3,256340.56,0.0,regular
C4,C43,C2,C21,A2,B3,1015113.4,61838.0,regular
C1,C18,C8,C86,A1,B3,1429793.0,505314.0,regular
C1,C13,C4,C46,A1,B3,908540.72,0.0,regular
C7,C70,C2,C21,A3,B3,707284.79,0.0,regular
C9,C93,C6,C68,A2,B2,2552478.23,0.0,regular
C1,C13,C4,C45,A1,B3,1209704.89,0.0,regular
C2,C20,C2,C20,A1,B3,5916928.24,0.0,regular
C2,C20,C1,C18,A1,B1,125477.85,25464.0,regular
C1,C12,C6,C60,A1,B2,1029354.77,21369.0,regular
C1,C19,C6,C66,A1,B2,697768.28,12588.0,regular
C8,C88,C3,C32,A1,B2,483324.24,285643.66,regular
C3,C33,C7,C79,A3,B2,50151.12,0.0,regular
C1,C13,C2,C25,A1,B3,569603.57,5330.0,regular
C4,C43,C2,C20,A2,B3,426809.75,0.0,regular
C1,C10,C2,C21,A1,B3,1080236.74,50062.0,regular
C3,C33,C1,C18,A3,B1,198056.71,0.0,regular
C1,C17,C1,C15,A1,B1,369819.87,12536.0,regular
C5,C58,C9,C91,A3,B1,374059.79,31269.0,regular
C7,C70,C9,C94,A3,B1,118024.41,979.0,regular
C4,C47,C2,C20,A2,B3,88739.67,691024.47,regular
C1,C13,C1,C11,A1,B1,7654159.97,40189.0,regular
C7,C74,C1,C18,A3,B1,1071952.22,103289.0,regular
C1,C16,C1,C11,A1,B1,677882.12,0.0,regular
C1,C10,C2,C20,A1,B3,611585.5,0.0,regular
C1,C18,C8,C86,A1,B3,624325.78,21569.0,regular
C3,C36,C7,C72,A3,B2,945301.16,4423.55,regular
C1,C12,C1,C14,A1,B1,2077058.85,14400.0,regular
C1,C16,C5,C54,A1,B1,882664.01,103877.0,regular
C1,C15,C8,C84,A1,B3,339598.46,0.0,regular
C1,C10,C1,C10,A1,B1,274447.27,0.0,regular
C7,C78,C1,C11,A3,B1,985951.97,0.0,regular
C7,C77,C9,C99,A3,B1,666110.27,0.0,regular
C8,C89,C1,C15,A1,B1,783287.49,69114.0,regular
C9,C99,C5,C57,A2,B1,294719.26,0.0,regular
C1,C16,C1,C12,A1,B1,1202042.02,36284.0,regular
C4,C44,C7,C79,A2,B2,85164.66,0.0,regular
C1,C10,C1,C19,A1,B1,1575056.23,0.0,regular
C1,C16,C1,C10,A1,B1,1670372.44,0.0,regular
C1,C15,C1,C10,A1,B1,1299786.46,0.0,regular
C1,C18,C8,C87,A1,B3,429847.94,1233.0,regular
C6,C67,C2,C20,A2,B3,431840.23,0.0,regular
C1,C10,C5,C50,A1,B1,425411.9,13701.0,regular
C1,C18,C2,C20,A1,B3,782637.37,0.0,regular
C7,C78,C1,C18,A3,B1,1149695.54,92022.0,regular
C1,C11,C3,C38,A1,B2,181512.37,86766.0,regular
C1,C12,C1,C15,A1,B1,174913.21,0.0,regular
C1,C11,C2,C20,A1,B3,1032820.35,0.0,regular
C8,C88,C9,C91,A1,B1,375831.21,0.0,regular
C4,C43,C1,C11,A2,B1,438296.87,34093.66,regular
C1,C15,C1,C16,A1,B1,1005445.41,214663.13,regular
C1,C14,C5,C54,A1,B1,491184.12,0.0,regular
C1,C16,C5,C59,A1,B1,879992.55,445.0,regular
C1,C16,C1,C13,A1,B1,97904.98,0.0,regular
C1,C14,C4,C42,A1,B3,1078675.26,0.0,regular
C1,C16,C1,C17,A1,B1,526116.6,0.0,regular
C1,C18,C5,C57,A1,B1,93902.08,334368.0,regular
C1,C13,C1,C16,A1,B1,932659.98,0.0,regular
C6,C62,C9,C94,A2,B1,602911.21,56818.69,regular
C1,C10,C1,C13,A1,B1,253162.15,221078.0,regular
C1,C11,C1,C16,A1,B1,592474.79,0.0,regular
C1,C11,C1,C14,A1,B1,864898.99,40864.0,regular
C1,C16,C1,C18,A1,B1,28807.46,122825.0,regular
C1,C15,C9,C99,A1,B1,665088.04,0.0,regular
C2,C25,C1,C11,A1,B1,1052557.89,0.0,regular
C1,C11,C1,C14,A1,B1,1027356.82,7462.0,regular
C1,C17,C7,C71,A1,B2,373127.7,0.0,regular
C9,C91,C5,C59,A2,B1,228875.89,49929.0,regular
C1,C18,C1,C13,A1,B1,590154.8,30397.98,regular
C2,C21,C7,C77,A1,B2,372803.75,810221.0,regular
C1,C16,C1,C16,A1,B1,94579.09,0.0,regular
C1,C12,C1,C14,A1,B1,2291817.79,10459.0,regular
C1,C16,C1,C19,A1,B1,1523390.42,7195.0,regular
C4,C40,C1,C14,A2,B1,401113.16,20428.0,regular
C2,C20,C4,C41,A1,B3,198921.99,188431.44,regular
C1,C15,C6,C61,A1,B2,381921.8,0.0,regular
C1,C13,C1,C19,A1,B1,767162.29,31615.0,regular
C2,C26,C3,C35,A1,B2,966522.16,11098.0,regular
C9,C91,C2,C26,A2,B3,460092.7,0.0,regular
